step_time,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
2026-01-01 00:21:00,CASH_OUT,8923.73,acct_0000922,19960.11,11036.38,acct_0001902,16787.57,25711.29,0
2026-01-01 00:21:00,CASH_OUT,15326.91,acct_0000174,25435.05,10108.15,acct_0000032,13132.96,28459.87,0
2026-01-01 00:22:00,CASH_OUT,3943.25,acct_0001312,11810.55,7867.3,acct_0001353,15613.91,19557.17,0
2026-01-01 00:22:00,CASH_OUT,12306.51,acct_0001920,16131.3,3824.8,acct_0001150,268.98,12575.49,0
2026-01-01 00:23:00,TRANSFER,2310.33,acct_0001311,16377.26,14066.93,acct_0002351,15730.93,18041.27,0
2026-01-01 00:23:00,CASH_IN,704.28,acct_0001716,1899.75,1195.46,acct_0002104,14303.33,15007.62,0
2026-01-01 00:23:00,CASH_IN,1613.5,acct_0002388,21166.31,19552.82,acct_0001688,2527.78,4141.28,0
2026-01-01 00:24:00,TRANSFER,877.75,acct_0000315,13567.75,12690.0,acct_0000649,11721.13,12598.88,0
2026-01-01 00:25:00,PAYMENT,1907.8,acct_0001828,4756.63,2848.84,acct_0001649,9069.9,10977.7,0
2026-01-01 00:26:00,PAYMENT,5401.73,acct_0000172,9427.72,4025.99,acct_0002308,10975.04,16376.77,0
2026-01-01 00:26:00,TRANSFER,632.93,acct_0001936,8353.27,7720.34,acct_0002098,11267.88,11900.82,0
2026-01-01 00:27:00,CASH_OUT,173.63,acct_0002429,2681.81,2508.18,acct_0001499,3992.47,4166.1,0
2026-01-01 00:27:00,PAYMENT,2716.32,acct_0001830,8157.78,5441.46,acct_0001033,9519.9,12236.23,0
2026-01-01 00:27:00,CASH_OUT,643.53,acct_0001868,4969.89,4326.36,acct_0001866,969.17,1612.71,0
2026-01-01 00:28:00,PAYMENT,7720.63,acct_0000522,20236.27,12515.64,acct_0000076,2031.5,9752.13,0
2026-01-01 00:29:00,TRANSFER,11447.73,acct_0000938,25630.85,14183.12,acct_0001187,3546.78,14994.51,0
2026-01-01 00:30:00,CASH_IN,4505.14,acct_0002331,4933.45,428.31,acct_0002271,24588.49,29093.63,0
2026-01-01 00:30:00,PAYMENT,503.82,acct_0000776,6554.16,6050.33,acct_0001793,9639.61,10143.43,0
2026-01-01 00:32:00,CASH_IN,2216.54,acct_0002050,3865.44,1648.91,acct_0001038,23734.08,25950.62,0
2026-01-01 00:32:00,PAYMENT,809.54,acct_0001336,7959.24,7149.71,acct_0000006,6777.15,7586.68,0
2026-01-01 00:34:00,PAYMENT,7504.35,acct_0001332,7274.69,0.0,acct_0001160,33792.02,41296.36,0
2026-01-01 00:37:00,CASH_OUT,4752.16,acct_0001071,11972.74,7220.57,acct_0002198,40.07,4792.23,0
2026-01-01 00:41:00,PAYMENT,5175.93,acct_0000227,4980.46,0.0,acct_0000688,4290.84,9466.77,0
2026-01-01 00:41:00,CASH_IN,441.17,acct_0000636,517.37,76.19,acct_0001371,967.84,1409.02,0
2026-01-01 00:43:00,CASH_OUT,6591.22,acct_0000642,12398.22,5807.0,acct_0001684,7970.0,14561.22,0
2026-01-01 00:43:00,CASH_IN,718.64,acct_0001367,2759.1,2040.46,acct_0001232,8415.91,9134.55,0
2026-01-01 00:44:00,PAYMENT,2805.57,acct_0001613,18204.49,15398.92,acct_0000186,1471.44,4277.01,0
2026-01-01 00:44:00,CASH_OUT,2356.23,acct_0000395,3167.67,811.44,acct_0000071,6787.89,9144.13,0
2026-01-01 00:44:00,CASH_OUT,243.96,acct_0001553,3123.26,2879.31,acct_0000200,5776.7,6020.66,0
2026-01-01 00:46:00,PAYMENT,490.61,acct_0000363,8449.55,7958.94,acct_0001222,20903.44,21394.05,0
2026-01-01 00:51:00,CASH_OUT,217.58,acct_0001997,2057.12,1839.54,acct_0002110,8104.64,8322.22,0
2026-01-01 00:53:00,PAYMENT,1254.95,acct_0002344,6348.49,5093.55,acct_0001419,5707.21,6962.15,0
2026-01-01 00:53:00,DEBIT,699.01,acct_0001177,1042.99,343.97,acct_0002173,14913.22,15612.23,0
2026-01-01 00:55:00,TRANSFER,2747.33,acct_0000134,14939.37,12192.04,acct_0000633,7609.8,10357.13,0
2026-01-01 00:55:00,PAYMENT,655.15,acct_0001839,2527.31,1872.15,acct_0001385,11302.47,11957.62,0
2026-01-01 00:56:00,CASH_OUT,5194.8,acct_0000591,26569.17,21374.37,acct_0000769,0.0,5194.8,0
2026-01-01 00:56:00,PAYMENT,1435.3,acct_0000343,6754.92,5319.61,acct_0001274,4986.09,6421.39,0
2026-01-01 00:58:00,TRANSFER,4908.89,acct_0001599,8003.44,3094.55,acct_0000541,11063.35,15972.24,0
2026-01-01 00:58:00,CASH_OUT,1262.25,acct_0002217,2105.17,842.92,acct_0000417,1265.4,2527.65,0
2026-01-01 00:59:00,PAYMENT,920.47,acct_0000474,2617.75,1697.27,acct_0001953,15681.31,16601.78,0
2026-01-01 01:00:00,TRANSFER,10110.7,acct_0001952,28455.39,18344.69,acct_0002017,9439.66,19550.36,0
2026-01-01 01:01:00,PAYMENT,1833.85,acct_0001148,3336.67,1502.83,acct_0001864,94.57,1928.42,0
2026-01-01 01:03:00,CASH_OUT,4429.84,acct_0001154,13219.72,8789.87,acct_0000282,12989.13,17418.97,0
2026-01-01 01:04:00,CASH_IN,649.68,acct_0000780,2889.76,2240.08,acct_0002051,817.6,1467.29,0
2026-01-01 01:04:00,PAYMENT,119.37,acct_0002033,0.0,0.0,acct_0001617,3757.91,3877.28,0
2026-01-01 01:04:00,PAYMENT,666.44,acct_0000511,2274.06,1607.62,acct_0000714,11366.09,12032.52,0
2026-01-01 01:04:00,TRANSFER,4373.62,acct_0001051,10920.52,6546.9,acct_0000577,10013.7,14387.32,0
2026-01-01 01:05:00,TRANSFER,694.94,acct_0000530,2567.96,1873.02,acct_0002499,4793.03,5487.97,0
2026-01-01 01:05:00,PAYMENT,806.3,acct_0001873,4088.63,3282.34,acct_0000797,7615.34,8421.63,0
2026-01-01 01:06:00,TRANSFER,1382.1,acct_0000568,10707.42,9325.32,acct_0001547,9112.1,10494.21,0
2026-01-01 01:07:00,PAYMENT,812.09,acct_0000839,6750.97,5938.88,acct_0000469,4600.6,5412.7,0
2026-01-01 01:08:00,DEBIT,7673.19,acct_0000458,21263.16,13589.97,acct_0001820,25457.03,33130.22,0
2026-01-01 01:09:00,PAYMENT,571.94,acct_0000335,1030.09,458.15,acct_0001020,11426.61,11998.55,0
2026-01-01 01:10:00,CASH_OUT,3483.98,acct_0001860,3873.58,389.6,acct_0002400,21517.4,25001.39,0
2026-01-01 01:10:00,CASH_IN,186.1,acct_0001601,148.19,0.0,acct_0002014,12362.65,12548.75,0
2026-01-01 01:10:00,CASH_OUT,126.2,acct_0001648,387.15,260.95,acct_0001213,8710.17,8836.38,0
2026-01-01 01:11:00,PAYMENT,15710.33,acct_0002224,35665.21,19954.87,acct_0000710,3609.11,19319.44,0
2026-01-01 01:12:00,CASH_IN,3495.05,acct_0001575,4193.13,698.08,acct_0001781,14326.3,17821.35,0
2026-01-01 01:13:00,CASH_OUT,11608.8,acct_0001350,16145.03,4536.23,acct_0000857,1038.92,12647.72,0
2026-01-01 01:13:00,PAYMENT,766.92,acct_0002457,3076.28,2309.35,acct_0002144,15750.69,16517.61,0
2026-01-01 01:16:00,CASH_OUT,4950.92,acct_0001070,32792.03,27841.11,acct_0001845,17741.87,22692.79,0
2026-01-01 01:17:00,DEBIT,1098.37,acct_0001919,1279.24,180.86,acct_0000411,202.24,1300.61,0
2026-01-01 01:17:00,TRANSFER,1677.59,acct_0001510,4837.49,3159.9,acct_0001857,18770.81,20448.4,0
2026-01-01 01:18:00,TRANSFER,4921.84,acct_0002056,10496.14,5574.31,acct_0001846,18063.9,22985.74,0
2026-01-01 01:19:00,PAYMENT,9898.85,acct_0000105,10965.2,1066.35,acct_0001539,84.37,9983.22,0
2026-01-01 01:19:00,PAYMENT,70.66,acct_0000527,0.0,0.0,acct_0002070,11832.71,11903.37,0
2026-01-01 01:19:00,CASH_OUT,1051.23,acct_0002247,12597.45,11546.22,acct_0000803,1890.03,2941.26,0
2026-01-01 01:20:00,CASH_IN,550.21,acct_0001335,16136.27,15586.06,acct_0000751,8058.0,8608.21,0
2026-01-01 01:20:00,DEBIT,233.27,acct_0000486,971.27,738.0,acct_0001683,0.0,233.27,0
2026-01-01 01:23:00,CASH_IN,520.58,acct_0002395,3558.77,3038.19,acct_0001806,16302.39,16822.97,0
2026-01-01 01:23:00,TRANSFER,5117.98,acct_0001042,6638.69,1520.71,acct_0001670,6370.52,11488.5,0
2026-01-01 01:23:00,CASH_OUT,3630.27,acct_0002365,9463.3,5833.03,acct_0001233,1545.29,5175.56,0
2026-01-01 01:23:00,CASH_OUT,1071.65,acct_0000495,1142.63,70.98,acct_0002065,27804.14,28875.8,0
2026-01-01 01:23:00,PAYMENT,358.29,acct_0001188,2817.6,2459.32,acct_0000624,4005.08,4363.36,0
2026-01-01 01:26:00,CASH_IN,1270.78,acct_0001015,4854.89,3584.11,acct_0002363,3507.26,4778.03,0
2026-01-01 01:28:00,PAYMENT,1843.53,acct_0001163,4764.33,2920.81,acct_0001070,6003.36,7846.88,0
2026-01-01 01:31:00,CASH_OUT,2383.64,acct_0000871,5979.58,3595.94,acct_0001145,10569.58,12953.22,0
2026-01-01 01:32:00,CASH_OUT,3834.53,acct_0000633,7445.65,3611.12,acct_0000517,7221.75,11056.28,0
2026-01-01 01:32:00,PAYMENT,7107.27,acct_0002473,19184.55,12077.28,acct_0001204,5309.52,12416.79,0
2026-01-01 01:33:00,CASH_OUT,2107.79,acct_0001003,8454.29,6346.5,acct_0001232,2612.83,4720.62,0
2026-01-01 01:33:00,CASH_OUT,11629.48,acct_0002030,19876.07,8246.59,acct_0002019,5695.99,17325.47,0
2026-01-01 01:34:00,CASH_OUT,2074.88,acct_0000919,22723.36,20648.48,acct_0000515,1852.98,3927.86,0
2026-01-01 01:34:00,PAYMENT,963.37,acct_0001421,2090.51,1127.15,acct_0001128,10140.46,11103.82,0
2026-01-01 01:35:00,CASH_IN,1004.98,acct_0000045,3101.51,2096.53,acct_0001358,17399.69,18404.67,0
2026-01-01 01:37:00,DEBIT,715.03,acct_0002085,877.57,162.54,acct_0001327,4946.54,5661.57,0
2026-01-01 01:38:00,CASH_OUT,2989.42,acct_0000091,5625.15,2635.73,acct_0001754,29124.82,32114.24,0
2026-01-01 01:38:00,CASH_IN,9845.84,acct_0001076,12448.53,2602.69,acct_0000325,876.58,10722.42,0
2026-01-01 01:38:00,PAYMENT,5455.13,acct_0000034,28665.99,23210.86,acct_0000804,19491.68,24946.81,0
2026-01-01 01:38:00,CASH_OUT,977.64,acct_0000875,6300.36,5322.73,acct_0000063,9345.51,10323.15,0
2026-01-01 01:40:00,CASH_OUT,14.81,acct_0000960,0.0,0.0,acct_0001886,16398.06,16412.88,0
2026-01-01 01:40:00,CASH_IN,1880.84,acct_0001592,5085.07,3204.23,acct_0001076,1300.87,3181.71,0
2026-01-01 01:41:00,TRANSFER,1256.15,acct_0000274,2762.79,1506.64,acct_0001916,2340.29,3596.44,0
2026-01-01 01:42:00,TRANSFER,175.93,acct_0000699,5285.07,5109.13,acct_0001956,5324.89,5500.83,0
2026-01-01 01:44:00,TRANSFER,6208.46,acct_0000111,16645.03,10436.57,acct_0001705,2443.54,8652.0,0
2026-01-01 01:44:00,CASH_OUT,3055.73,acct_0000228,11375.7,8319.96,acct_0000977,7285.87,10341.6,0
2026-01-01 01:45:00,PAYMENT,751.27,acct_0001243,1332.77,581.49,acct_0002209,10488.35,11239.62,0
2026-01-01 01:45:00,PAYMENT,8636.31,acct_0000979,26712.85,18076.53,acct_0002382,18441.77,27078.08,0
2026-01-01 01:46:00,CASH_IN,2617.03,acct_0002252,8183.95,5566.92,acct_0000183,11161.77,13778.8,0
2026-01-01 01:47:00,TRANSFER,4849.69,acct_0001280,13217.28,8367.58,acct_0001191,0.0,4849.69,0
2026-01-01 01:47:00,PAYMENT,13708.61,acct_0001622,27889.91,14181.3,acct_0000485,3704.47,17413.07,0
2026-01-01 01:49:00,PAYMENT,8091.26,acct_0001376,17264.05,9172.79,acct_0002089,10770.18,18861.44,0
2026-01-01 01:49:00,CASH_IN,5306.14,acct_0001839,20422.1,15115.96,acct_0001648,4594.56,9900.7,0
2026-01-01 01:50:00,PAYMENT,12.23,acct_0000413,0.0,0.0,acct_0000144,4499.67,4511.9,0
2026-01-01 01:52:00,PAYMENT,1962.79,acct_0000760,5046.8,3084.02,acct_0000941,7990.3,9953.08,0
2026-01-01 01:54:00,TRANSFER,4120.02,acct_0002373,8870.99,4750.97,acct_0001478,12939.74,17059.76,0
2026-01-01 01:54:00,PAYMENT,1410.68,acct_0001156,7253.47,5842.79,acct_0001471,9298.89,10709.57,0
2026-01-01 01:54:00,CASH_IN,144.9,acct_0001807,2600.93,2456.02,acct_0000165,10592.85,10737.75,0
2026-01-01 01:54:00,TRANSFER,31.99,acct_0000928,0.0,0.0,acct_0000593,7819.94,7851.93,0
2026-01-01 01:54:00,PAYMENT,6748.24,acct_0001780,10083.8,3335.56,acct_0001521,3837.07,10585.31,0
2026-01-01 01:55:00,PAYMENT,3878.69,acct_0001600,42172.99,38294.29,acct_0000350,1473.44,5352.14,0
2026-01-01 01:56:00,PAYMENT,2659.56,acct_0000887,7516.13,4856.57,acct_0000591,879.03,3538.59,0
2026-01-01 01:57:00,DEBIT,286.77,acct_0001967,10123.53,9836.76,acct_0000599,10764.94,11051.7,0
2026-01-01 01:58:00,CASH_IN,4254.04,acct_0001979,6171.01,1916.97,acct_0002297,32346.05,36600.1,0
2026-01-01 01:58:00,TRANSFER,1111.19,acct_0000316,3962.43,2851.24,acct_0001539,7402.25,8513.44,0
2026-01-01 01:58:00,TRANSFER,825.07,acct_0001414,1464.38,639.31,acct_0001829,3236.11,4061.18,0
2026-01-01 01:59:00,PAYMENT,2642.7,acct_0001368,4899.17,2256.47,acct_0001156,2302.25,4944.95,0
2026-01-01 02:00:00,CASH_OUT,1759.98,acct_0001679,18185.65,16425.67,acct_0001368,9429.12,11189.09,0
2026-01-01 02:01:00,CASH_IN,320.44,acct_0001220,565.78,245.34,acct_0000554,15647.43,15967.87,0
2026-01-01 02:03:00,TRANSFER,2287.02,acct_0000996,13107.79,10820.77,acct_0001004,7627.44,9914.46,0
2026-01-01 02:03:00,CASH_OUT,4339.77,acct_0001894,15183.65,10843.88,acct_0002353,14104.28,18444.05,0
2026-01-01 02:03:00,CASH_OUT,5060.52,acct_0001600,11810.5,6749.99,acct_0002483,3280.28,8340.79,0
2026-01-01 02:04:00,PAYMENT,203.46,acct_0000545,1035.87,832.41,acct_0001310,11580.39,11783.85,0
2026-01-01 02:06:00,CASH_IN,1476.3,acct_0001790,4165.12,2688.81,acct_0001849,3785.5,5261.8,0
2026-01-01 02:07:00,TRANSFER,2130.52,acct_0001675,2942.17,811.65,acct_0000339,5369.73,7500.25,0
2026-01-01 02:07:00,CASH_OUT,1564.38,acct_0000675,2321.28,756.9,acct_0000442,12382.64,13947.02,0
2026-01-01 02:07:00,CASH_IN,15019.64,acct_0001339,34335.41,19315.77,acct_0001475,26014.6,41034.24,0
2026-01-01 02:08:00,TRANSFER,1869.26,acct_0000822,7797.98,5928.72,acct_0001009,23837.64,25706.9,0
2026-01-01 02:09:00,CASH_OUT,385.31,acct_0000963,0.0,0.0,acct_0000221,7211.34,7596.66,0
2026-01-01 02:11:00,PAYMENT,4678.8,acct_0001777,27308.67,22629.87,acct_0001466,10378.14,15056.94,0
2026-01-01 02:13:00,CASH_IN,1053.08,acct_0001967,2483.92,1430.84,acct_0000434,9516.08,10569.16,0
2026-01-01 02:15:00,CASH_IN,1711.48,acct_0000977,3374.91,1663.42,acct_0000457,2233.33,3944.81,0
2026-01-01 02:15:00,TRANSFER,10022.84,acct_0002030,20298.7,10275.87,acct_0002419,17908.99,27931.82,0
2026-01-01 02:16:00,CASH_OUT,11782.04,acct_0001762,21774.87,9992.83,acct_0000702,5002.59,16784.63,0
2026-01-01 02:16:00,CASH_OUT,171.91,acct_0000439,78.16,0.0,acct_0001618,6333.91,6505.82,0
2026-01-01 02:18:00,CASH_OUT,1794.53,acct_0000722,12255.23,10460.69,acct_0000791,5300.91,7095.44,0
2026-01-01 02:18:00,TRANSFER,2323.35,acct_0000258,2965.82,642.47,acct_0001860,6722.88,9046.23,0
2026-01-01 02:19:00,PAYMENT,6080.35,acct_0002223,16891.21,10810.86,acct_0000082,7102.2,13182.55,0
2026-01-01 02:20:00,DEBIT,571.17,acct_0002353,2631.1,2059.93,acct_0002194,3318.75,3889.92,0
2026-01-01 02:22:00,CASH_IN,1114.15,acct_0001539,19886.46,18772.31,acct_0001491,15849.82,16963.97,0
2026-01-01 02:22:00,PAYMENT,5553.3,acct_0000991,5074.53,0.0,acct_0000153,29732.11,35285.41,0
2026-01-01 02:22:00,CASH_OUT,2466.67,acct_0000051,5408.91,2942.24,acct_0000862,4980.57,7447.24,0
2026-01-01 02:23:00,PAYMENT,1010.69,acct_0000605,1015.91,5.21,acct_0001357,0.0,1010.69,0
2026-01-01 02:25:00,CASH_OUT,1374.8,acct_0001794,3182.37,1807.57,acct_0000090,1380.22,2755.02,0
2026-01-01 02:26:00,PAYMENT,1425.88,acct_0001883,3742.14,2316.27,acct_0002097,19038.04,20463.92,0
2026-01-01 02:28:00,CASH_IN,88.74,acct_0001414,2486.08,2397.35,acct_0000286,0.0,88.74,0
2026-01-01 02:28:00,TRANSFER,780.05,acct_0002017,4669.04,3888.99,mule_0262,0.0,780.05,1
2026-01-01 02:28:16,TRANSFER,585.98,acct_0002017,3888.99,3303.01,mule_0346,0.0,585.98,1
2026-01-01 02:28:40,TRANSFER,505.92,acct_0002017,3303.01,2797.09,mule_0498,0.0,505.92,1
2026-01-01 02:29:00,CASH_OUT,4658.97,acct_0002093,24671.52,20012.56,acct_0001731,5996.07,10655.04,0
2026-01-01 02:29:00,CASH_OUT,6173.34,acct_0001734,16633.96,10460.62,acct_0001985,16026.61,22199.95,0
2026-01-01 02:29:00,CASH_IN,1083.16,acct_0002376,1965.56,882.4,acct_0001603,32674.04,33757.2,0
2026-01-01 02:29:24,TRANSFER,509.05,acct_0002017,2797.09,2288.04,mule_0086,0.0,509.05,1
2026-01-01 02:30:20,TRANSFER,286.01,acct_0002017,1894.12,1608.1,mule_0263,0.0,286.01,1
2026-01-01 02:30:24,TRANSFER,393.92,acct_0002017,2288.04,1894.12,mule_0168,0.0,393.92,1
2026-01-01 02:31:00,PAYMENT,1553.65,acct_0001723,1563.86,10.21,acct_0001360,7212.39,8766.04,0
2026-01-01 02:32:00,PAYMENT,269.86,acct_0000842,1798.13,1528.27,acct_0001078,19323.35,19593.21,0
2026-01-01 02:32:00,PAYMENT,9361.15,acct_0000611,11887.98,2526.83,acct_0001187,14994.51,24355.65,0
2026-01-01 02:33:00,CASH_OUT,8056.85,acct_0002458,12212.72,4155.87,acct_0001613,8464.15,16521.0,0
2026-01-01 02:34:00,TRANSFER,3177.32,acct_0000642,6016.93,2839.61,acct_0000172,3161.84,6339.16,0
2026-01-01 02:37:00,PAYMENT,4010.94,acct_0001396,9973.88,5962.94,acct_0000261,17289.25,21300.19,0
2026-01-01 02:40:00,PAYMENT,1113.0,acct_0001310,12693.39,11580.39,acct_0000748,3203.91,4316.91,0
2026-01-01 02:41:00,DEBIT,652.21,acct_0001161,335.5,0.0,acct_0002205,0.0,652.21,0
2026-01-01 02:41:00,CASH_IN,142.71,acct_0000588,1684.04,1541.33,acct_0002246,2331.89,2474.6,0
2026-01-01 02:42:00,TRANSFER,2056.65,acct_0000204,8608.93,6552.28,acct_0002274,9149.74,11206.39,0
2026-01-01 02:42:00,CASH_OUT,2747.25,acct_0001376,2378.9,0.0,acct_0002453,830.82,3578.07,0
2026-01-01 02:43:00,PAYMENT,1369.58,acct_0000991,3345.14,1975.56,acct_0001020,24025.0,25394.58,0
2026-01-01 02:45:00,CASH_IN,3295.5,acct_0002291,8653.34,5357.84,acct_0001461,2826.99,6122.49,0
2026-01-01 02:47:00,TRANSFER,4945.52,acct_0000176,12181.61,7236.09,acct_0002243,19913.09,24858.61,0
2026-01-01 02:47:00,TRANSFER,3306.32,acct_0002251,16876.84,13570.52,acct_0001423,0.0,3306.32,0
2026-01-01 02:48:00,DEBIT,5677.31,acct_0001126,9411.24,3733.93,acct_0000374,21035.8,26713.11,0
2026-01-01 02:48:00,CASH_OUT,5446.29,acct_0001165,11513.06,6066.77,acct_0002316,1592.14,7038.43,0
2026-01-01 02:51:00,CASH_OUT,2005.72,acct_0001837,9181.81,7176.09,acct_0001231,2452.51,4458.23,0
2026-01-01 02:51:00,DEBIT,267.41,acct_0000932,617.21,349.8,acct_0000918,5846.7,6114.11,0
2026-01-01 02:51:00,TRANSFER,9860.73,acct_0002336,17726.86,7866.14,acct_0000565,2824.72,12685.45,0
2026-01-01 02:51:00,TRANSFER,1144.46,acct_0000623,3357.5,2213.03,acct_0000311,10973.1,12117.57,0
2026-01-01 02:52:00,CASH_IN,8942.92,acct_0001269,10582.32,1639.4,acct_0001720,9932.39,18875.31,0
2026-01-01 02:52:00,TRANSFER,1168.8,acct_0001700,4840.76,3671.96,acct_0001497,852.63,2021.43,0
2026-01-01 02:53:00,CASH_OUT,576.94,acct_0001670,6444.08,5867.14,acct_0001132,16251.58,16828.52,0
2026-01-01 02:54:00,PAYMENT,5942.1,acct_0000813,12416.61,6474.51,acct_0001637,5250.35,11192.45,0
2026-01-01 02:54:00,CASH_IN,3787.94,acct_0001561,20686.03,16898.1,acct_0000146,2946.18,6734.11,0
2026-01-01 02:54:00,CASH_OUT,16573.93,acct_0000313,18279.88,1705.95,acct_0000250,444.6,17018.53,0
2026-01-01 02:55:00,TRANSFER,291.87,acct_0000648,8134.7,7842.82,acct_0000659,11004.0,11295.87,0
2026-01-01 02:58:00,CASH_OUT,9584.89,acct_0000591,21374.37,11789.49,acct_0001552,5984.73,15569.61,0
2026-01-01 02:59:00,DEBIT,3498.55,acct_0002193,7696.54,4197.99,acct_0001192,8021.76,11520.31,0
2026-01-01 02:59:00,CASH_OUT,5923.58,acct_0000007,15954.83,10031.25,acct_0002306,24351.36,30274.95,0
2026-01-01 02:59:00,CASH_OUT,2744.12,acct_0001131,11941.33,9197.21,acct_0002169,11296.81,14040.93,0
2026-01-01 02:59:00,PAYMENT,7753.5,acct_0000753,27791.92,20038.42,acct_0002444,8702.71,16456.21,0
2026-01-01 03:00:00,CASH_OUT,6323.78,acct_0001119,5823.78,0.0,acct_0000848,15657.88,21981.66,0
2026-01-01 03:01:00,PAYMENT,8054.22,acct_0001759,32193.27,24139.05,acct_0002121,11148.79,19203.01,0
2026-01-01 03:01:00,CASH_OUT,2135.92,acct_0000282,5850.36,3714.44,acct_0001946,5158.55,7294.47,0
2026-01-01 03:01:00,PAYMENT,2924.25,acct_0001144,10874.47,7950.23,acct_0001525,2959.03,5883.28,0
2026-01-01 03:02:00,CASH_IN,5175.3,acct_0000314,8054.57,2879.27,acct_0001809,2930.58,8105.88,0
2026-01-01 03:03:00,CASH_OUT,2796.31,acct_0001832,5609.12,2812.81,acct_0000226,15332.68,18128.98,0
2026-01-01 03:03:00,PAYMENT,37.62,acct_0000752,7087.79,7050.18,acct_0001732,719.33,756.94,0
2026-01-01 03:05:00,PAYMENT,2388.65,acct_0002076,6608.64,4219.99,acct_0001580,4411.14,6799.79,0
2026-01-01 03:06:00,PAYMENT,142.24,acct_0002071,619.76,477.52,acct_0001402,31540.45,31682.69,0
2026-01-01 03:06:00,CASH_IN,16670.2,acct_0000717,30359.97,13689.77,acct_0000938,7259.61,23929.81,0
2026-01-01 03:07:00,CASH_OUT,6578.33,acct_0001488,6078.33,0.0,acct_0001145,4848.95,11427.28,0
2026-01-01 03:08:00,DEBIT,1965.87,acct_0000015,4680.39,2714.53,acct_0002017,29971.74,31937.61,0
2026-01-01 03:08:00,TRANSFER,2762.1,acct_0001299,16248.18,13486.07,acct_0000516,8661.97,11424.08,0
2026-01-01 03:09:00,DEBIT,1045.51,acct_0001904,11866.35,10820.84,acct_0001745,6211.03,7256.54,0
2026-01-01 03:09:00,CASH_OUT,48.52,acct_0002287,0.0,0.0,acct_0001492,17261.13,17309.65,0
2026-01-01 03:10:00,CASH_IN,1985.0,acct_0001090,2031.5,46.5,acct_0000239,1054.93,3039.93,0
